1	678	5.941056e+00
1	100	5.560095e+00
1	243	5.314322e+00
1	22	5.264102e+00
1	121	5.065112e+00
1	294	5.032196e+00
1	172	4.960297e+00
1	210	4.945495e+00
1	260	4.935725e+00
1	117	4.914682e+00
2	678	7.918907e+00
2	100	7.254880e+00
2	243	7.197384e+00
2	181	7.008511e+00
2	269	6.994383e+00
2	235	6.967496e+00
2	50	6.942624e+00
2	245	6.932472e+00
2	748	6.872398e+00
2	127	6.843969e+00
3	313	7.120406e+00
3	302	7.019168e+00
3	678	6.903450e+00
3	286	6.845728e+00
3	748	6.836604e+00
3	294	6.736661e+00
3	289	6.721701e+00
3	269	6.662476e+00
3	243	6.589788e+00
3	301	6.559576e+00
4	347	6.115674e+00
4	302	6.007017e+00
4	270	5.853030e+00
4	323	5.729233e+00
4	313	5.717940e+00
4	748	5.685825e+00
4	678	5.645282e+00
4	272	5.633596e+00
4	286	5.600140e+00
4	268	5.562784e+00
5	678	5.318874e+00
5	56	4.887095e+00
5	172	4.873765e+00
5	176	4.670317e+00
5	202	4.632135e+00
5	195	4.582102e+00
5	127	4.548170e+00
5	325	4.538689e+00
5	1	4.521693e+00
5	71	4.504929e+00
6	678	5.968769e+00
6	172	5.904901e+00
6	187	5.785860e+00
6	181	5.714126e+00
6	357	5.710562e+00
6	194	5.634592e+00
6	603	5.469360e+00
6	234	5.427469e+00
6	69	5.382109e+00
6	260	5.382004e+00
7	22	5.278963e+00
7	678	5.232505e+00
7	64	5.137405e+00
7	172	5.066908e+00
7	181	4.955386e+00
7	204	4.872123e+00
7	135	4.840446e+00
7	168	4.802566e+00
7	185	4.642319e+00
7	180	4.630508e+00
8	678	7.307885e+00
8	98	7.265423e+00
8	50	7.236489e+00
8	64	7.181193e+00
8	100	6.932682e+00
8	12	6.907338e+00
8	172	6.903796e+00
8	173	6.838034e+00
8	176	6.789314e+00
8	204	6.728205e+00
9	100	5.499228e+00
9	678	5.286923e+00
9	127	5.049474e+00
9	260	4.990370e+00
9	172	4.803152e+00
9	288	4.792727e+00
